Episode,Links
126,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_1904484249934524_7554537114425047784_n.mp4?_nc_cat=105&vs=a140b65ea555937b&_nc_vs=HBksFQAYJEdJQ1dtQUM4bWpKTEhzUUdBT2c2ejl0Nkc5ZG9ibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFEaExDWTFMV0FDQU5ibzhnSnRNa2w5YnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbA45bswYn1AxUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPOTUxMTE2NzQ5MzEzNDU5Em9lbV92aWRlb19hc3NldF9pZA8yNjc1MTg0NzYwNTQzMzcVb2VtX3ZpZGVvX3Jlc291cmNlX2lkEDExMDE4NzQxMDc0MzkzMjgcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZBAxMDAwMDEwMzY4MDA5MjcwDnZ0c19yZXF1ZXN0X2lkACUCHAAljgIbCIgBcwQxMjYwAmNkCjIwMjMtMDgtMTYDcmNiATADYXBwBnVwbG9hZAJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MHMTQ0MC4zMgFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=WPt7CQ1bVncAX82N8_k&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfA_T-nypQM_jxPNlgd9gUIZ9yZlDpSEdqdBZOAnysVNQw&oe=650258AF&_nc_rid=873950451779012
127,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_312544041224668_6553605185720584581_n.mp4?_nc_cat=108&vs=914825a8845b4700&_nc_vs=HBksFQAYJEdJQ1dtQURjeVkzVVFSd0JBSVdKQ0tVeEZmTmFibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFBSklhNEhaaUlHQUZTT0FhQzhCQ2tEYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACaOloTb5KbyAhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPMzAwMjQ2MDAyNTU1MzY5Em9lbV92aWRlb19hc3NldF9pZA84ODA0NTU2NzY3NDYzMTIVb2VtX3ZpZGVvX3Jlc291cmNlX2lkDzgxNDMwNDk1NjgxMDYzMRxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkDzMxMzI1MTQ3Nzc3MDU0OA52dHNfcmVxdWVzdF9pZAAlAhwAJY4CGwiIAXMEMzYyMwJjZAoyMDIzLTA4LTE2A3JjYgEwA2FwcAZ1cGxvYWQCY3QZQ09OVEFJTkVEX1BPU1RfQVRUQUNITUVOVBNvcmlnaW5hbF9kdXJhdGlvbl9zBzE0NDAuMzIBZgJhZAJ0cxVwcm9ncmVzc2l2ZV9lbmNvZGluZ3MA&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=zjZYdvx_I6MAX_MTKG7&_nc_oc=AQm2R7NNnuA62hAHW9nPdlKpvQ87rtvn7uf75NVzJVUGMpxkvxNZSBAmgw3sIS7njdABjGED29gIN5jdi_zk6XK_&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfAPseIoSkXsCvQXn9aVpDaqMJKisjWrdlKjp3w1Sgme6g&oe=65028E90&_nc_rid=583384045636336
128,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.25447-2/10000000_828482805254396_112759783086354174_n.mp4?_nc_cat=101&vs=288390803640eee1&_nc_vs=HBksFQAYJEdJQ1dtQUQ4U0U4dmdQRUNBUDd1ejk5c21wQUJibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFCbzVJZTkxWHdEQUJPQTIxM2pvaFJBYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbSp5W7qsP%2BAhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPODUzNDc0Njk1NzMwNjc0Em9lbV92aWRlb19hc3NldF9pZBAxMDU1MzU3OTA5MTQ2NjUxFW9lbV92aWRlb19yZXNvdXJjZV9pZA84NDExODM2MzQwNDEzMjEcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA85MzM1MTU2MTc3MTI0NDgOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDQ2MzQCY2QKMjAyMy0wOC0xNgNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwcxNDQwLjMyAWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=vE5fjN9sSHsAX9mPy9T&_nc_ht=scontent-xsp1-2.xx&edm=APRAPSkEAAAA&oh=00_AfBKzX2LUCsRwZN30Im-WLfZqYh_BaYEE5pT-LlC4-gw1A&oe=65034790&_nc_rid=035408080797588
129,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.25447-2/10000000_1044256270273876_6476197931394361115_n.mp4?_nc_cat=102&vs=9d36551c3b3126ba&_nc_vs=HBksFQAYJEdJQ1dtQUJVVFF2Y3ZyVURBQnRuNGN1MEVfQlpibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFBc3BvTEV5eUFCQU5qMEpybkJxSXRSYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbwiqrq9Oa%2FBRUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPODQ0NzkwODAwMTg0MDUwEm9lbV92aWRlb19hc3NldF9pZA85NzcwODAwMDAwNzUzMzkVb2VtX3ZpZGVvX3Jlc291cmNlX2lkEDE1NDc2ODEzNzYwNjAwODgcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA8yNTE0ODc1OTc3MjA4OTUOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDExNDcCY2QKMjAyMy0wOC0xNgNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwcxNDQwLjMyAWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=ovxuE27srwgAX_SNAFg&_nc_ht=scontent-xsp1-2.xx&edm=APRAPSkEAAAA&oh=00_AfDYBulLz5P7EOQoHBF1q2v9n8dIREaZKXejTjxbKrf-yA&oe=65026A76&_nc_rid=915193666648440
130,https://scontent-xsp1-3.xx.fbcdn.net/v/t39.25447-2/10000000_598176228912216_5469498496437254076_n.mp4?_nc_cat=100&vs=7bae8a13598cdebd&_nc_vs=HBksFQAYJEdJQ1dtQUJZTEtQQkNTQUNBTHozckdQbmpfZExibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFBSUhIbkR1ZUVGQUQ4YS1lS3NpNDhRYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACb2zoDVooitBBUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQQMTA1MDU0OTA2OTY0NDMyOBJvZW1fdmlkZW9fYXNzZXRfaWQPODU0NDQzMjg5NjMwNTk5FW9lbV92aWRlb19yZXNvdXJjZV9pZBAxMjI0OTk4MDQ0ODMyNjk5HG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQPOTg3ODUwMjM1ODEyMjUyDnZ0c19yZXF1ZXN0X2lkACUCHAAljgIbCIgBcwQ2NTcxAmNkCjIwMjMtMDgtMTYDcmNiATADYXBwBnVwbG9hZAJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MHMTQ0MC4zMgFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=dnDPb8I4WIoAX95lcEv&_nc_ht=scontent-xsp1-3.xx&edm=APRAPSkEAAAA&oh=00_AfDqncjMwkz1QO4m4ObMHAd04ZecrdNTjQWWyYBbwm7yBw&oe=650209E0&_nc_rid=606503112173978
131,https://scontent-xsp1-3.xx.fbcdn.net/v/t39.25447-2/10000000_828886462277951_2741684485452296023_n.mp4?_nc_cat=100&vs=29413ec1961d9640&_nc_vs=HBksFQAYJEdJQ1dtQUEtcVNRcjN2RUNBRmR2bFhHRGF3d21ibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFBcDVISnVNdWtBQVBzV2EwMk15REUwYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACaWq%2BTN1JZ1FQIoA0MyZRgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQQMTEyMDEwNzQ0NTYxNzE1NRJvZW1fdmlkZW9fYXNzZXRfaWQPNjczMjM2OTc4MDQxMTIyFW9lbV92aWRlb19yZXNvdXJjZV9pZA8yNTc2NzUwMzM4NzMwOTkcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA81NjIzNTc4MTU5NDMwOTgOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDgyMzQCY2QKMjAyMy0wOC0xNgNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwcxNDQwLjMyAWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=v5HKNSdgxR8AX8zldtH&_nc_ht=scontent-xsp1-3.xx&edm=APRAPSkEAAAA&oh=00_AfBFwHlBqoEnnR6OnxGPeypfMZtN7F1f1qVmH2Z59BWC_g&oe=65023784&_nc_rid=849853057631628
132,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_1270547593593188_5599799049591321309_n.mp4?_nc_cat=103&vs=51dac034a6c2afb1&_nc_vs=HBksFQAYJEdJQ1dtQUJrZ2Z4cGpvTUVBTjN5ZFF5UmU3Wk5ibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFDaVlMclplSm9EQUJ3ekVKcS1YYjg4YnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbQ17qFttLwAhUCKAJDMhgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPMjg2NDk1NDIwNjkzMDAxEm9lbV92aWRlb19hc3NldF9pZBAxNTA2MTY5MzczNDU2MjY3FW9lbV92aWRlb19yZXNvdXJjZV9pZA84MTA2NTY1NjA3OTcxNjAcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZBAxNjQ1NzcyMjMyNTg0NDcwDnZ0c19yZXF1ZXN0X2lkACUCHAAljgIbCIgBcwQyMTI5AmNkCjIwMjMtMDgtMTYDcmNiATADYXBwBnVwbG9hZAJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MHMTQ0MC4zMgFmAmFkAnRzFXByb2dyZXNzaXZlX2VuY29kaW5ncwA%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=e5HSBG9XMF8AX9zFf1z&_nc_oc=AQmVTvvkArLrQ8QfbEPBsUTNt3n3c7o9RJYm2wmEFV3IzO-IN515RwVvF-SHr-7EeWSK-P7AuTztiWA6vqY0NMuG&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfA7-QEJR1Kw-wUj59HpC7MNtbsg0XpeDXvyxUgzFzmNJQ&oe=65034EC4&_nc_rid=663504964630629
133,https://scontent-xsp1-2.xx.fbcdn.net/v/t39.25447-2/10000000_181919991570078_6953720072075348890_n.mp4?_nc_cat=102&vs=348f9c884b5a2421&_nc_vs=HBksFQAYJEdJQ1dtQUNlbm5tTWRLVUFBSm9Maml1UWs0QmdibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFEaXVGVGlrY0FFQU9LSmFZLTdHaDhIYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACa0ycOBquzpAxUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQQMTg0MzIxMzUxMjc2NTc5MhJvZW1fdmlkZW9fYXNzZXRfaWQQNjY0NzQ5MDc4NTMxMzE2MxVvZW1fdmlkZW9fcmVzb3VyY2VfaWQQMTA3NzE4MzQzNjU4MzUxNBxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkEDY0OTYzODk5MDA0NDMxMzYOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDQ1MTICY2QKMjAyMy0wOC0xNgNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwcxNDQwLjMyAWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=5oB6u7Of-XwAX9Z_tRx&_nc_ht=scontent-xsp1-2.xx&edm=APRAPSkEAAAA&oh=00_AfBaqNwlZHdWu1Pd_j6WqpvP3W2GsEOjMJAro2H9pJVDJQ&oe=65031611&_nc_rid=129502839157259
134,https://scontent-xsp1-3.xx.fbcdn.net/v/t39.25447-2/10000000_1274326469896029_3331949044606602510_n.mp4?_nc_cat=100&vs=450e5aaed1088e77&_nc_vs=HBksFQAYJEdJQ1dtQUJkNTVCQS1vWUVBQTZOZXEwQWRqMHVibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFCOVFhMkYyWUFBQUNCZmNaekJxakZrYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbyhq2x%2FKPrAhUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAEwEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQQMzc0NTQ0MzQxMjQwMjQwNBJvZW1fdmlkZW9fYXNzZXRfaWQPOTk0Njc2MjM4NTIyNDY2FW9lbV92aWRlb19yZXNvdXJjZV9pZA83OTg4NjM0MzE5MzQzOTMcb2VtX3NvdXJjZV92aWRlb19lbmNvZGluZ19pZA84MTgzMDE2MTY1MDI1MTkOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzBDkxODICY2QKMjAyMy0wOC0xNgNyY2IBMANhcHAGdXBsb2FkAmN0GUNPTlRBSU5FRF9QT1NUX0FUVEFDSE1FTlQTb3JpZ2luYWxfZHVyYXRpb25fcwcxNDQwLjMyAWYCYWQCdHMVcHJvZ3Jlc3NpdmVfZW5jb2RpbmdzAA%3D%3D&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=N9cBPWAKjZQAX8M4KFx&_nc_ht=scontent-xsp1-3.xx&edm=APRAPSkEAAAA&oh=00_AfAF5YUWo-WN4Gv44fVNqS0CaAjEtghvwadCX4qNLfw7QA&oe=6503E77C&_nc_rid=572923583318732
135,https://scontent-xsp1-1.xx.fbcdn.net/v/t39.25447-2/10000000_827737088718970_7885860035283652764_n.mp4?_nc_cat=103&vs=4a470cef0b3a56ba&_nc_vs=HBksFQAYJEdJQ1dtQUI2X0NPUDB2QUNBSndRaU1mck0zQnRibWRqQUFBRhUAAsgBABUAGCRHSUNXbUFEUm10Qk1OemdDQVAwdzlQcm9XSWthYnY0R0FBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHIwXQAAAAAAAAAAREQAAACbSk5Kdhb%2BcARUCKAJDMxgLdnRzX3ByZXZpZXccF0CWgJeNT987GCFkYXNoX2dlbjJod2Jhc2ljX2hxMl9mcmFnXzJfdmlkZW8SABgYdmlkZW9zLnZ0cy5jYWxsYmFjay5wcm9kOBJWSURFT19WSUVXX1JFUVVFU1QbCogVb2VtX3RhcmdldF9lbmNvZGVfdGFnBm9lcF9oZBNvZW1fcmVxdWVzdF90aW1lX21zATAMb2VtX2NmZ19ydWxlB3VubXV0ZWQTb2VtX3JvaV9yZWFjaF9jb3VudAExEW9lbV9pc19leHBlcmltZW50AAxvZW1fdmlkZW9faWQPNTgzODQ1NTc3MDU0MDI4Em9lbV92aWRlb19hc3NldF9pZA82NzU5ODEyNTczOTM5ODMVb2VtX3ZpZGVvX3Jlc291cmNlX2lkDzM0NDEzMDY2MTI3MDc2MRxvZW1fc291cmNlX3ZpZGVvX2VuY29kaW5nX2lkEDIwMjQzMzU0Mjc5MjQ1NTQOdnRzX3JlcXVlc3RfaWQAJQIcACWOAhsIiAFzAzY3NAJjZAoyMDIzLTA4LTE2A3JjYgEwA2FwcAZ1cGxvYWQCY3QZQ09OVEFJTkVEX1BPU1RfQVRUQUNITUVOVBNvcmlnaW5hbF9kdXJhdGlvbl9zBzE0NDAuMzIBZgJhZAJ0cxVwcm9ncmVzc2l2ZV9lbmNvZGluZ3MA&ccb=1-7&_nc_sid=41a7d5&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=e5IcEjCouxUAX_36PnO&_nc_ht=scontent-xsp1-1.xx&edm=APRAPSkEAAAA&oh=00_AfCUNcjlSRfCe78yUBfQyV5kVXYbOTjWkR-6NhcYniA7lg&oe=65026AA9&_nc_rid=556598144629902
